Create Date,Primary Reference,Status,Weight,Target Ship (Early),Target Ship (Late),Target Delivery (Early),Target Delivery (Late),Origin Code,Origin Name,Origin City,Origin State,Origin Zip,Origin Ctry,Dest Code,Dest City,Dest Name,Dest State,Dest Zip,Dest Ctry,JDE Sales Order Number,JDE Sales Order Type,Brokered SCAC,Cube,Completed Activity Date
3/11/2022 12:54,342377 (BOL),Booked,49099,3/17/2022 0:01,3/17/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245635,DARTMOUTH,CA WH5,NS,B3B 0H4,CA,30370890,ST,,21,3/17/2022
3/15/2022 10:54,343593 (BOL),Booked,49392,3/21/2022 0:01,3/21/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245635,DARTMOUTH,CA WH5,NS,B3B 0H4,CA,30371687,ST,,22,3/21/2022
3/13/2022 16:54,342802 (BOL),Booked,43180,3/18/2022 0:01,3/18/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245529,LINDEN,US WH1,NJ,7036,US,30371194,S9,,18,3/18/2022
3/13/2022 16:54,342803 (BOL),Booked,43180,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245529,LINDEN,US WH1,NJ,7036,US,30371195,S9,,18,3/19/2022
3/2/2022 13:32,338521 (BOL),Booked,41110,3/15/2022 0:01,3/15/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245533,LETHBRIDGE,CA WH7,AB,T1H 6X9,CA,30368755,ST,,21,3/15/2022
3/4/2022 12:26,339546 (BOL),Booked,43559,3/15/2022 0:01,3/15/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245533,LETHBRIDGE,CA WH7,AB,T1H 6X9,CA,30369256,ST,,25,3/15/2022
3/5/2022 7:23,339845 (BOL),Booked,43367,3/17/2022 0:01,3/17/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245533,LETHBRIDGE,CA WH7,AB,T1H 6X9,CA,30369440,ST,,25,3/17/2022
3/6/2022 7:52,339966 (BOL),Booked,42566,3/16/2022 0:01,3/16/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245533,LETHBRIDGE,CA WH7,AB,T1H 6X9,CA,30369514,ST,,21,3/16/2022
3/6/2022 7:52,339967 (BOL),Booked,42566,3/16/2022 0:01,3/16/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245533,LETHBRIDGE,CA WH7,AB,T1H 6X9,CA,30369516,ST,,21,3/16/2022
3/6/2022 7:52,339968 (BOL),Booked,42566,3/16/2022 0:01,3/16/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245533,LETHBRIDGE,CA WH7,AB,T1H 6X9,CA,30369517,ST,,21,3/16/2022
3/7/2022 14:33,340483 (BOL),Tendered,42006,3/18/2022 0:01,3/18/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245533,LETHBRIDGE,CA WH7,AB,T1H 6X9,CA,30369769,ST,,20,3/18/2022
3/7/2022 14:34,340485 (BOL),Tendered,42789,3/18/2022 0:01,3/18/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245533,LETHBRIDGE,CA WH7,AB,T1H 6X9,CA,30369771,ST,,17,3/18/2022
3/7/2022 14:34,340486 (BOL),Booked,43728,3/17/2022 0:01,3/17/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245533,LETHBRIDGE,CA WH7,AB,T1H 6X9,CA,30369772,ST,,18,3/17/2022
3/8/2022 12:24,340929 (BOL),Booked,33121,3/18/2022 0:01,3/18/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245533,LETHBRIDGE,CA WH7,AB,T1H 6X9,CA,30370128,ST,,27,3/18/2022
3/4/2022 11:57,339514 (BOL),Booked,43769,3/18/2022 0:01,3/18/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245553,BRAMPTON,CA WH9,ON,L6T 5W2,CA,30369235,ST,,23,3/18/2022
3/4/2022 11:57,339516 (BOL),Booked,43769,3/18/2022 0:01,3/18/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245553,BRAMPTON,CA WH9,ON,L6T 5W2,CA,30369237,ST,,23,3/18/2022
3/4/2022 11:57,339517 (BOL),Booked,42538,3/15/2022 0:01,3/15/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245553,BRAMPTON,CA WH9,ON,L6T 5W2,CA,30369238,ST,,22,3/15/2022
3/13/2022 15:52,342776 (BOL),Booked,43302,3/18/2022 0:01,3/18/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245570,ELIZABETH,US WH7,NJ,7201,US,30371160,S9,,21,3/18/2022
3/14/2022 7:56,342937 (BOL),Booked,43302,3/20/2022 0:01,3/20/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245570,ELIZABETH,US WH7,NJ,7201,US,30371278,S9,,21,3/20/2022
3/14/2022 8:24,342945 (BOL),Booked,42596,3/18/2022 0:01,3/18/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245570,ELIZABETH,US WH7,NJ,7201,US,30371286,S4,,23,3/18/2022
3/14/2022 8:24,342946 (BOL),Booked,42596,3/18/2022 0:01,3/18/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245570,ELIZABETH,US WH7,NJ,7201,US,30371287,S4,,23,3/18/2022
3/14/2022 8:25,342947 (BOL),Booked,42596,3/18/2022 0:01,3/18/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245570,ELIZABETH,US WH7,NJ,7201,US,30371288,S4,,23,3/18/2022
3/14/2022 8:25,342948 (BOL),Booked,42596,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245570,ELIZABETH,US WH7,NJ,7201,US,30371289,S4,,23,3/19/2022
3/14/2022 8:25,342949 (BOL),Booked,42596,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245570,ELIZABETH,US WH7,NJ,7201,US,30371290,S4,,23,3/19/2022
3/4/2022 12:22,339531 (BOL),Booked,30619,3/18/2022 0:01,3/18/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245553,BRAMPTON,CA WH9,ON,L6T 5W2,CA,30369241,ST,,15,3/18/2022
3/9/2022 8:07,341262 (BOL),Booked,43499,3/16/2022 0:01,3/16/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245553,BRAMPTON,CA WH9,ON,L6T 5W2,CA,30370350,ST,,19,3/16/2022
3/14/2022 8:26,342950 (BOL),Booked,42596,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245570,ELIZABETH,US WH7,NJ,7201,US,30371291,S4,,23,3/19/2022
3/14/2022 8:26,342951 (BOL),Booked,42596,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245570,ELIZABETH,US WH7,NJ,7201,US,30371292,S4,,23,3/19/2022
3/14/2022 8:26,342952 (BOL),Booked,27860,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245570,ELIZABETH,US WH7,NJ,7201,US,30371293,S4,,27,3/19/2022
3/14/2022 8:26,342954 (BOL),Booked,43500,3/20/2022 0:01,3/20/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245570,ELIZABETH,US WH7,NJ,7201,US,30371295,S9,,19,3/20/2022
3/14/2022 9:28,342966 (BOL),Booked,42373,3/20/2022 0:01,3/20/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245570,ELIZABETH,US WH7,NJ,7201,US,30371298,S9,,22,3/20/2022
3/14/2022 9:28,342969 (BOL),Booked,43024,3/20/2022 0:01,3/20/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245570,ELIZABETH,US WH7,NJ,7201,US,30371300,S9,,20,3/20/2022
3/14/2022 11:12,343088 (BOL),Booked,43417,3/20/2022 0:01,3/20/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245570,ELIZABETH,US WH7,NJ,7201,US,30371367,S9,,20,3/20/2022
3/15/2022 12:22,343648 (BOL),Booked,27860,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245570,ELIZABETH,US WH7,NJ,7201,US,30371738,S9,,27,3/21/2022
3/15/2022 12:22,343649 (BOL),Booked,27860,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245570,ELIZABETH,US WH7,NJ,7201,US,30371740,S9,,27,3/21/2022
3/15/2022 12:23,343650 (BOL),Booked,33165,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245570,ELIZABETH,US WH7,NJ,7201,US,30371742,S9,,27,3/21/2022
3/15/2022 12:23,343651 (BOL),Booked,43409,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245570,ELIZABETH,US WH7,NJ,7201,US,30371743,S9,,21,3/21/2022
3/9/2022 8:09,341263 (BOL),Booked,43499,3/16/2022 0:01,3/16/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245553,BRAMPTON,CA WH9,ON,L6T 5W2,CA,30370351,ST,,19,3/16/2022
3/9/2022 8:10,341264 (BOL),Booked,43499,3/16/2022 0:01,3/16/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245553,BRAMPTON,CA WH9,ON,L6T 5W2,CA,30370352,ST,,19,3/16/2022
3/9/2022 8:10,341265 (BOL),Booked,43499,3/16/2022 0:01,3/16/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245553,BRAMPTON,CA WH9,ON,L6T 5W2,CA,30370353,ST,,19,3/16/2022
3/9/2022 8:10,341266 (BOL),Booked,43499,3/16/2022 0:01,3/16/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245553,BRAMPTON,CA WH9,ON,L6T 5W2,CA,30370354,ST,,19,3/16/2022
3/13/2022 18:51,342869 (BOL),Booked,41240,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245553,BRAMPTON,CA WH9,ON,L6T 5W2,CA,30371247,ST,,20,3/19/2022
3/13/2022 18:51,342870 (BOL),Booked,42447,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245553,BRAMPTON,CA WH9,ON,L6T 5W2,CA,30371248,ST,,21,3/19/2022
3/13/2022 18:52,342871 (BOL),Booked,42605,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245553,BRAMPTON,CA WH9,ON,L6T 5W2,CA,30371249,ST,,20,3/19/2022
3/13/2022 18:52,342872 (BOL),Booked,39978,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245553,BRAMPTON,CA WH9,ON,L6T 5W2,CA,30371250,ST,,20,3/19/2022
3/14/2022 14:25,343302 (BOL),Booked,32500,3/18/2022 0:01,3/18/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245553,BRAMPTON,CA WH9,ON,L6T 5W2,CA,30371468,ST,,27,3/18/2022
3/2/2022 13:27,338519 (BOL),Booked,43984,3/17/2022 0:01,3/17/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245590,CALGARY,CA WH11,AB,T2C 4N4,CA,30368754,ST,,26,3/17/2022
3/4/2022 13:58,339610 (BOL),Booked,42807,3/17/2022 0:01,3/17/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245590,CALGARY,CA WH11,AB,T2C 4N4,CA,30369303,ST,,25,3/17/2022
3/7/2022 13:30,340379 (BOL),Booked,39471,3/17/2022 0:01,3/17/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245590,CALGARY,CA WH11,AB,T2C 4N4,CA,30369730,ST,,19,3/17/2022
3/7/2022 13:30,340380 (BOL),Booked,43815,3/17/2022 0:01,3/17/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245590,CALGARY,CA WH11,AB,T2C 4N4,CA,30369731,ST,,21,3/17/2022
3/7/2022 13:31,340381 (BOL),Tendered,42362,3/18/2022 0:01,3/18/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245590,CALGARY,CA WH11,AB,T2C 4N4,CA,30369732,ST,,20,3/18/2022
3/7/2022 13:31,340382 (BOL),Tendered,44148,3/18/2022 0:01,3/18/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245590,CALGARY,CA WH11,AB,T2C 4N4,CA,30369735,ST,,24,3/18/2022
3/7/2022 14:06,340434 (BOL),Booked,44102,3/15/2022 0:01,3/15/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245590,CALGARY,CA WH11,AB,T2C 4N4,CA,30369742,ST,,25,3/15/2022
3/8/2022 12:23,340926 (BOL),Booked,27860,3/18/2022 0:01,3/18/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245590,CALGARY,CA WH11,AB,T2C 4N4,CA,30370123,ST,,27,3/18/2022
3/8/2022 12:24,340927 (BOL),Booked,27860,3/18/2022 0:01,3/18/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245590,CALGARY,CA WH11,AB,T2C 4N4,CA,30370124,ST,,27,3/18/2022
3/8/2022 12:24,340928 (BOL),Booked,46350,3/15/2022 0:01,3/15/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245590,CALGARY,CA WH11,AB,T2C 4N4,CA,30370125,ST,,27,3/15/2022
3/11/2022 12:53,342374 (BOL),Booked,42730,3/17/2022 0:01,3/17/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245590,CALGARY,CA WH11,AB,T2C 4N4,CA,30370887,ST,,27,3/17/2022
3/11/2022 12:53,342375 (BOL),Booked,36595,3/17/2022 0:01,3/17/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245590,CALGARY,CA WH11,AB,T2C 4N4,CA,30370888,ST,,27,3/17/2022
3/14/2022 12:27,343187 (BOL),Booked,42240,3/25/2022 0:01,3/25/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245614,PLT 2,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839664,ST,,20,3/25/2022
3/9/2022 8:21,341280 (BOL),Tendered,42904,3/16/2022 0:01,3/16/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,316851,DISPUTANTA,A473,VA,23842,US,60832464,SI,,20,3/14/2022
3/9/2022 8:26,341284 (BOL),Tendered,28807,3/15/2022 0:01,3/15/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,245554,PLT 2,MONCTON,NB,E1A 3R1,CA,186845,QUEBEC,A1012,QC,G1P 4B7,CA,30369825,SO,,18,3/15/2022
3/9/2022 8:53,341290 (BOL),Tendered,41289,3/15/2022 0:01,3/15/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,245554,PLT 2,MONCTON,NB,E1A 3R1,CA,185518,BREWSTER,A6,NY,10509,US,60836038,SI,,22,3/15/2022
3/9/2022 8:53,341291 (BOL),Booked,41345,3/19/2022 0:01,3/19/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,333813,BOWLING GREEN,A749,KY,42101,US,60836630,SI,,20,3/10/2022
3/9/2022 8:54,341292 (BOL),Booked,41345,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,333813,BOWLING GREEN,A749,KY,42101,US,60836631,SI,,20,3/10/2022
3/14/2022 12:27,343188 (BOL),Booked,42240,3/25/2022 0:01,3/25/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245614,PLT 2,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839665,ST,,20,3/25/2022
3/14/2022 12:27,343189 (BOL),Booked,42240,3/25/2022 0:01,3/25/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245614,PLT 2,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839666,ST,,20,3/25/2022
3/9/2022 9:10,341315 (BOL),Tendered,52350,3/15/2022 0:01,3/15/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,245554,PLT 2,MONCTON,NB,E1A 3R1,CA,185776,QUEBEC,A682,QC,G1M 2V3,CA,30369896,SO,,26,3/15/2022
3/9/2022 9:37,341357 (BOL),Tendered,42428,3/15/2022 0:01,3/15/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,245554,PLT 2,MONCTON,NB,E1A 3R1,CA,185981,CHEEKTOWAGA,A594,NY,14227,US,60836078,SI,,21,3/15/2022
3/15/2022 9:37,343559 (BOL),Booked,37983,3/18/2022 0:01,3/18/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,331859,PLT 2,MONCTON,NB,E1H 3S5,CA,245559,BOUCHERVILLE,CA WH4,QC,J4B 1K7,CA,30371653,ST,,24,3/15/2022
3/14/2022 12:27,343190 (BOL),Booked,42240,3/25/2022 0:01,3/25/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245614,PLT 2,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839668,ST,,20,3/25/2022
3/9/2022 10:18,341390 (BOL),Booked,51272,3/22/2022 0:01,3/22/2022 23:59,3/24/2022 0:01,3/24/2022 23:59,331859,PLT 2,MONCTON,NB,E1H 3S5,CA,458127,MASCOUCHE,A672,QC,J7K 3C1,CA,30369867,SO,,26,3/9/2022
3/9/2022 10:18,341391 (BOL),Booked,51272,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,331859,PLT 2,MONCTON,NB,E1H 3S5,CA,458127,MASCOUCHE,A672,QC,J7K 3C1,CA,30369868,SO,,26,3/9/2022
3/9/2022 10:18,341392 (BOL),Booked,51272,3/20/2022 0:01,3/20/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,331859,PLT 2,MONCTON,NB,E1H 3S5,CA,458127,MASCOUCHE,A672,QC,J7K 3C1,CA,30369869,SO,,26,3/9/2022
3/9/2022 10:18,341393 (BOL),Booked,51272,3/18/2022 0:01,3/18/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,331859,PLT 2,MONCTON,NB,E1H 3S5,CA,458127,MASCOUCHE,A672,QC,J7K 3C1,CA,30369874,SO,,26,3/9/2022
3/9/2022 10:19,341394 (BOL),Booked,51272,3/23/2022 0:01,3/23/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,331859,PLT 2,MONCTON,NB,E1H 3S5,CA,458127,MASCOUCHE,A672,QC,J7K 3C1,CA,30369875,SO,,26,3/9/2022
3/9/2022 10:19,341395 (BOL),Booked,51272,4/3/2022 0:01,4/3/2022 23:59,4/5/2022 0:01,4/5/2022 23:59,331859,PLT 2,MONCTON,NB,E1H 3S5,CA,458127,MASCOUCHE,A672,QC,J7K 3C1,CA,30370160,SO,,26,3/9/2022
3/9/2022 10:19,341396 (BOL),Booked,51272,3/30/2022 0:01,3/30/2022 23:59,4/1/2022 0:01,4/1/2022 23:59,331859,PLT 2,MONCTON,NB,E1H 3S5,CA,458127,MASCOUCHE,A672,QC,J7K 3C1,CA,30370161,SO,,26,3/9/2022
3/9/2022 10:19,341397 (BOL),Booked,51272,3/28/2022 0:01,3/28/2022 23:59,3/30/2022 0:01,3/30/2022 23:59,331859,PLT 2,MONCTON,NB,E1H 3S5,CA,458127,MASCOUCHE,A672,QC,J7K 3C1,CA,30370162,SO,,26,3/9/2022
3/9/2022 10:19,341398 (BOL),Booked,51272,4/1/2022 0:01,4/1/2022 23:59,4/4/2022 0:01,4/4/2022 23:59,331859,PLT 2,MONCTON,NB,E1H 3S5,CA,458127,MASCOUCHE,A672,QC,J7K 3C1,CA,30370165,SO,,26,3/9/2022
3/9/2022 10:19,341399 (BOL),Booked,51272,3/29/2022 0:01,3/29/2022 23:59,3/31/2022 0:01,3/31/2022 23:59,331859,PLT 2,MONCTON,NB,E1H 3S5,CA,458127,MASCOUCHE,A672,QC,J7K 3C1,CA,30370166,SO,,26,3/9/2022
3/9/2022 10:19,341400 (BOL),Booked,51272,3/25/2022 0:01,3/25/2022 23:59,3/28/2022 0:01,3/28/2022 23:59,331859,PLT 2,MONCTON,NB,E1H 3S5,CA,458127,MASCOUCHE,A672,QC,J7K 3C1,CA,30370167,SO,,26,3/9/2022
3/9/2022 10:20,341401 (BOL),Booked,51272,3/27/2022 0:01,3/27/2022 23:59,3/29/2022 0:01,3/29/2022 23:59,331859,PLT 2,MONCTON,NB,E1H 3S5,CA,458127,MASCOUCHE,A672,QC,J7K 3C1,CA,30370169,SO,,26,3/9/2022
3/14/2022 12:28,343191 (BOL),Booked,42240,3/25/2022 0:01,3/25/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245614,PLT 2,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839669,ST,,20,3/25/2022
3/9/2022 11:09,341436 (BOL),Booked,51272,4/6/2022 0:01,4/6/2022 23:59,4/8/2022 0:01,4/8/2022 23:59,331859,PLT 2,MONCTON,NB,E1H 3S5,CA,458127,MASCOUCHE,A672,QC,J7K 3C1,CA,30370163,SO,,26,3/9/2022
3/9/2022 11:10,341437 (BOL),Booked,51272,4/4/2022 0:01,4/4/2022 23:59,4/6/2022 0:01,4/6/2022 23:59,331859,PLT 2,MONCTON,NB,E1H 3S5,CA,458127,MASCOUCHE,A672,QC,J7K 3C1,CA,30370168,SO,,26,3/9/2022
3/9/2022 11:10,341438 (BOL),Booked,51272,4/6/2022 0:01,4/6/2022 23:59,4/8/2022 0:01,4/8/2022 23:59,331859,PLT 2,MONCTON,NB,E1H 3S5,CA,458127,MASCOUCHE,A672,QC,J7K 3C1,CA,30370170,SO,,26,3/9/2022
3/9/2022 11:10,341439 (BOL),Booked,51272,4/5/2022 0:01,4/5/2022 23:59,4/7/2022 0:01,4/7/2022 23:59,331859,PLT 2,MONCTON,NB,E1H 3S5,CA,458127,MASCOUCHE,A672,QC,J7K 3C1,CA,30370171,SO,,26,3/9/2022
3/15/2022 9:42,343563 (BOL),Booked,42189,3/18/2022 0:01,3/18/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,331859,PLT 2,MONCTON,NB,E1H 3S5,CA,245559,BOUCHERVILLE,CA WH4,QC,J4B 1K7,CA,30371660,ST,,22,3/15/2022
3/7/2022 14:04,340429 (BOL),Tendered,48015,3/15/2022 0:01,3/15/2022 23:59,3/16/2022 0:01,3/16/2022 23:59,331859,PLT 2,MONCTON,NB,E1H 3S5,CA,245635,DARTMOUTH,CA WH5,NS,B3B 0H4,CA,30369736,ST,,20,3/15/2022
3/9/2022 11:59,341467 (BOL),Booked,43381,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245554,PLT 2,MONCTON,NB,E1A 3R1,CA,185465,WEST HAVEN,A363,CT,6516,US,60836286,SI,,23,3/10/2022
3/9/2022 12:35,341482 (BOL),Booked,43106,3/27/2022 0:01,3/27/2022 23:59,3/30/2022 0:01,3/30/2022 23:59,245554,PLT 2,MONCTON,NB,E1A 3R1,CA,264266,STATESVILLE,A354,NC,28677,US,60836672,SI,,19,3/27/2022
3/9/2022 13:09,341497 (BOL),Tendered,42382,3/22/2022 0:01,3/22/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,185219,HARRISBURG,A1054,PA,17110,US,60836716,SI,,20,3/13/2022
3/9/2022 13:10,341498 (BOL),Booked,36632,3/24/2022 0:01,3/24/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,185980,LOCKBOURNE,A415,OH,43137,US,60836717,SI,,16,3/9/2022
3/9/2022 13:10,341499 (BOL),Tendered,42382,3/22/2022 0:01,3/22/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,185219,HARRISBURG,A1054,PA,17110,US,60836720,SI,,20,3/13/2022
